org_id,name,category,ntee_major,ntee_full,city,state
org_001268,K9 S For Warriors Inc,Environment & Animals,D,D99,Ponte Vedra,FL
org_001069,Save The Redwoods League,Environment & Animals,C,C360,San Francisco,CA
org_001455,National Energy Foundation Inc,Environment & Animals,C,C600,Murray,UT
org_001465,Sjcog Inc,Environment & Animals,C,C023,Stockton,CA
org_001154,Global Greengrants Fund Inc,Environment & Animals,C,C12,Boulder,CO
org_001082,San Antonio Zoological Society Inc,Environment & Animals,D,D500,San Antonio,TX
org_001477,Wildlife Mississippi,Environment & Animals,D,D300,Stoneville,MS
org_001172,Mds Famly Foundation Inc,Environment & Animals,C,C34,Maitland,FL
org_001321,Energy Coalition,Environment & Animals,C,C35,Los Angeles,CA
org_001090,Indianapolis Zoological Society Inc,Environment & Animals,D,D500,Indianapolis,IN
org_001180,Atlanta Fulton County Zoo Inc,Environment & Animals,D,D500,Atlanta,GA
org_001414,Conservation Corps,Environment & Animals,C,C112,St Paul,MN
org_001312,Michigan Saves Inc,Environment & Animals,C,C35,Lansing,MI
org_001278,Big Sur Land Trust,Environment & Animals,C,C340,Monterey,CA
org_001381,Norfolk Botanical Garden Inc,Environment & Animals,C,C410,Norfolk,VA
org_001472,Calcef Innovations,Environment & Animals,C,C35,Berkeley,CA
org_001362,Humane Society Of Tampa Bay Inc,Environment & Animals,D,D200,Tampa,FL
org_001324,Smart Electric Power Alliance,Environment & Animals,C,C35,Washington,DC
org_001431,Environment America Inc,Environment & Animals,C,C30,Denver,CO
org_001347,Humane Society Of Rochester And Monroe County Pca Inc,Environment & Animals,D,D200,Fairport,NY
org_001086,The Saint Louis Zoo Foundation,Environment & Animals,D,D115,Saint Louis,MO
org_001075,Detroit Zoological Society,Environment & Animals,D,D500,Royal Oak,MI
org_001438,Pennsylvania Society For The Prevention Of Cruelty To Animals,Environment & Animals,D,D200,Philadelphia,PA
org_001015,Energy Trust Of Oregon Inc,Environment & Animals,C,C350,Portland,OR
org_001249,Montgomery County Green Bank Corp,Environment & Animals,C,C35,Rockville,MD
org_001433,Bideawee Inc,Environment & Animals,D,D200,Wantagh,NY
org_001019,Berger Action Fund Inc,Environment & Animals,C,C30,Washington,DC
org_001322,Oklahoma Humane Society,Environment & Animals,D,D20,Oklahoma City,OK
org_001332,350 Org,Environment & Animals,C,C05,Washington,DC
org_001056,Atlanta Botanical Garden Inc,Environment & Animals,C,C410,Atlanta,GA
org_001301,The Land Trust For Santa Barbara County,Environment & Animals,C,C340,Santa Barbara,CA
org_001229,Neighborhood Recycling Corporation,Environment & Animals,C,C27,Minneapolis,MN
org_001331,Northeast Wilderness Trust,Environment & Animals,C,C30,Montpelier,VT
org_001132,Appalachian Mountain Club,Environment & Animals,C,C600,Charlestown,MA
org_001137,Carbon Mapper Inc,Environment & Animals,C,C20,Pasadena,CA
org_001423,Cool Effect Inc,Environment & Animals,C,C60,Greenbrae,CA
org_001335,Ocean Exploration Trust Inc,Environment & Animals,C,C05,New London,CT
org_001025,National Wildlife Federation,Environment & Animals,D,D300,Reston,VA
org_001464,Los Angeles S P C A,Environment & Animals,D,D200,Los Angeles,CA
org_001281,Natural Lands Trust Incorporated,Environment & Animals,C,C340,Media,PA
org_001247,Memphis Zoo Inc,Environment & Animals,D,D500,Memphis,TN
org_001237,Sonoma Land Trust,Environment & Animals,C,C340,Santa Rosa,CA
org_001117,The Living Desert,Environment & Animals,C,C340,Palm Desert,CA
org_001042,American Kennel Club Inc,Environment & Animals,D,D60,New York,NY
org_001220,Michigan Humane Society,Environment & Animals,D,D200,Detroit,MI
org_001176,Pennsylvania Horticultural Society,Environment & Animals,C,C420,Philadelphia,PA
org_001320,Galveston Bay Foundation,Environment & Animals,C,C320,Kemah,TX
org_001153,Big Country Electric Cooperative Inc,Environment & Animals,C,C35,Roby,TX
org_001231,Texas Agricultural Land Trust,Environment & Animals,C,C34,San Antonio,TX
org_001227,Peconic Land Trust Incorporated,Environment & Animals,C,C340,Southampton,NY
org_001417,The Foundation For North America Wild Sheep,Environment & Animals,D,D300,Cody,WY
org_001203,Zoological Society Of Pittsburgh,Environment & Animals,D,D500,Pittsburgh,PA
org_001126,International Centre For Research In Agroforestry,Environment & Animals,C,C360,Kenya,
org_001329,Global Fishing Watch Inc,Environment & Animals,C,C32,Washington,DC
org_001031,Great Hearts America Texas,Environment & Animals,C,C27,San Antonio,TX
org_001113,Center For International Forestry Research,Environment & Animals,C,C20Z,Indonesia,
org_001470,Joybound People And Pets Fka Tony Larussas Animal Rescue Foundation,Environment & Animals,D,D200,Walnut Creek,CA
org_001271,Spca International Inc,Environment & Animals,D,D20,New York,NY
org_001140,Denver Botanic Garden Inc,Environment & Animals,C,C410,Denver,CO
org_001057,Great Lakes Fishery Commission,Environment & Animals,D,D330,Ann Arbor,MI
org_001192,Serc Reliability Corporation,Environment & Animals,C,C35,Charlotte,NC
org_001024,Ahimsa Foundation,Environment & Animals,D,D20,Niwot,CO
org_001017,Monterey Bay Aquarium Foundation,Environment & Animals,D,D110,Monterey,CA
org_001265,Energy Action Fund,Environment & Animals,C,C35,San Francisco,CA
org_001066,Petsmart Charities Inc,Environment & Animals,D,D122,Phoenix,AZ
org_001208,Fish & Wildlife Foundation Of Florida Inc,Environment & Animals,D,D123,Tallahassee,FL
org_001479,Nova Scotia Nature Trust,Environment & Animals,C,C34,Canada,
org_001094,Massachusetts Audubon Society Inc,Environment & Animals,C,C300,Lincoln,MA
org_001253,Western Rivers Conservancy,Environment & Animals,C,C32,Portland,OR
org_001266,Dallas Zoological Society,Environment & Animals,D,D115,Dallas,TX
org_001023,Georgia Aquarium Inc,Environment & Animals,D,D500,Atlanta,GA
org_001222,Coastal Maine Botanical Gardens Inc,Environment & Animals,C,C410,Boothbay,ME
org_001261,National Recreation & Park Association,Environment & Animals,C,C300,Ashburn,VA
org_001426,Cleveland Zoological Society,Environment & Animals,D,D500,Cleveland,OH
org_001005,Wildlife Conservation Society,Environment & Animals,D,D500,Bronx,NY
org_001116,Sustainable Markets Foundation,Environment & Animals,C,C30,New York,NY
org_001045,Urban Land Institute,Environment & Animals,C,C340,Washington,DC
org_001016,Trust For Public Land,Environment & Animals,C,C500,San Francisco,CA
org_001462,Land Legacy,Environment & Animals,C,C34,Tulsa,OK
org_001357,Ecology Center,Environment & Animals,C,C30Z,Berkeley,CA
org_001003,Ducks Unlimited Inc,Environment & Animals,C,C32Z,Memphis,TN
org_001218,Partnership Project Inc,Environment & Animals,C,C01,Washington,DC
org_001405,Childrens Health Defense,Environment & Animals,C,C20,Franklin Lakes,NJ
org_001060,National Aquarium Inc,Environment & Animals,D,D500,Baltimore,MD
org_001110,Ocean Conservancy Inc,Environment & Animals,C,C320,Washington,DC
org_001318,Gulf Of Maine Research Institute,Environment & Animals,D,D500,Portland,ME
org_001428,Atlantic Salmon Federation Inc,Environment & Animals,D,D330,Calais,ME
org_001029,Marshall Area Economic Development Alliance,Environment & Animals,C,C99,Marshall,MI
org_001437,Friends Of Acadia,Environment & Animals,C,C340,Bar Harbor,ME
org_001471,Coastal Bend Bays & Estuaries Program,Environment & Animals,C,C013,Corp Christi,TX
org_001026,National Audubon Society Inc,Environment & Animals,C,C300,New York,NY
org_001007,The Conservation Fund A Nonprofit Corporation,Environment & Animals,C,C300,Arlington,VA
org_001453,Riverbanks Society,Environment & Animals,D,D115,Columbia,SC
org_001108,Toledo Zoological Society,Environment & Animals,D,D500,Toledo,OH
org_001037,Chicago Zoological Society,Environment & Animals,D,D500,Brookfield,IL
org_001157,John Ball Zoo,Environment & Animals,D,D115,Grand Rapids,MI
org_001489,Hill Country Conservancy Inc,Environment & Animals,C,C340,Austin,TX
org_001118,Great Barrier Reef Foundation Usa Inc,Environment & Animals,C,C30,Washington,DC
org_001114,Defenders Of Wildlife,Environment & Animals,D,D300,Washington,DC
org_001175,Grand Traverse Regional Land Conservancy,Environment & Animals,C,C340,Traverse City,MI
org_001373,Resources For The Future Inc,Environment & Animals,C,C050,Washington,DC
org_001181,Greenacres Foundation,Environment & Animals,C,C32,Cincinnati,OH
org_001144,Northwest Energy Efficiency Alliance Inc,Environment & Animals,C,C350,Portland,OR
org_001369,Wild Salmon Center,Environment & Animals,D,D330,Portland,OR
org_001390,Peggy Adams Animal Rescue League Of The Palm Beaches Inc,Environment & Animals,D,D200,West Palm Bch,FL
org_001195,Buffalo Bayou Partnership,Environment & Animals,C,C110,Houston,TX
org_001404,Center For Climate And Energy Solutions Inc,Environment & Animals,C,C05,Washington,DC
org_001275,Blue Investments For Nature Inc,Environment & Animals,C,C30,Arlington,VA
org_001454,Solar United Neighbors,Environment & Animals,C,C35,Washington,DC
org_001141,Conservation Law Foundation Inc,Environment & Animals,C,C013,Boston,MA
org_001365,Marie Selby Botanical Gardens Inc,Environment & Animals,C,C410,Sarasota,FL
org_001067,Alliance To End Plastic Waste Inc,Environment & Animals,C,C01,Austin,TX
org_001210,Florida Veterinary Medicine Faculty Association Inc,Environment & Animals,D,D034,Gainesville,FL
org_001168,Nashville Zoo Inc,Environment & Animals,D,D500,Nashville,TN
org_001493,Sioux Falls Zoo & Aquarium,Environment & Animals,D,D500,Sioux Falls,SD
org_001375,Descanso Gardens Foundation,Environment & Animals,C,C410,La Canada Flt,CA
org_001400,Climate Jobs National Resource Center Inc,Environment & Animals,C,C60,New York,NY
org_001272,Washington Humane Society The Society For The Prevention Of,Environment & Animals,D,D200,Washington,DC
org_001109,Arizona Center For Nature Conservation,Environment & Animals,D,D500,Phoenix,AZ
org_001248,Christensen Fund,Environment & Animals,C,C30,San Francisco,CA
org_001145,Slipstream Group Inc,Environment & Animals,C,C350,Madison,WI
org_001092,River Partners,Environment & Animals,C,C30,Chico,CA
org_001152,Cdp North America Inc,Environment & Animals,C,C60,New York,NY
org_001367,Phipps Conservatory And Botanical Gardens Inc,Environment & Animals,C,C410,Pittsburgh,PA
org_001467,Friends Of The Osa,Environment & Animals,C,C30,Washington,DC
org_001083,Elevate Energy,Environment & Animals,C,C35,Chicago,IL
org_001245,Minnesota Land Trust,Environment & Animals,C,C340,Saint Paul,MN
org_001165,Brooklyn Botanic Garden Corporation,Environment & Animals,C,C410,Brooklyn,NY
org_001163,The Wild Animal Sanctuary A Colorado Non Profit Corporation,Environment & Animals,D,D340,Keenesburg,CO
org_001199,East Coast Zoological Society Of Florida Inc,Environment & Animals,D,D500,Melbourne,FL
org_001228,The Humane League,Environment & Animals,D,D20,Rockville,MD
org_001074,Multiplier,Environment & Animals,C,C60,San Francisco,CA
org_001478,Empire Discovery Institute Inc,Environment & Animals,C,C60,Rochester,NY
org_001358,Hawaiian Humane Society,Environment & Animals,D,D200,Honolulu,HI
org_001250,San Francisco Zoological Society,Environment & Animals,D,D500,San Francisco,CA
org_001119,National Parks Conservation Association,Environment & Animals,C,C600,Washington,DC
org_001310,Realty Gift Fund,Environment & Animals,C,C34,Santa Fe,NM
org_001299,Forth Mobility Fund,Environment & Animals,C,C05,Portland,OR
org_001255,Akron Zoological Park,Environment & Animals,D,D500,Akron,OH
org_001354,Para La Naturaleza Inc,Environment & Animals,C,C30,San Juan,PR
org_001399,Farm Sanctuary Inc,Environment & Animals,D,D200,Watkins Glen,NY
org_001225,World Wildlife Fund Canada,Environment & Animals,C,C99,Canada,
org_001353,Brandywine Valley Society For The Prevention Of Cruelty To Animals,Environment & Animals,D,D200,West Chester,PA
org_001234,Humane Society Of Missouri,Environment & Animals,D,D20,Saint Louis,MO
org_001382,Odc Network,Environment & Animals,D,D300,Holland,MI
org_001274,The Alliance For Climate Protection,Environment & Animals,C,C30,Washington,DC
org_001036,Sierra Club Foundation,Environment & Animals,C,C300,Oakland,CA
org_001196,Water Environment Federation,Environment & Animals,C,C022,Alexandria,VA
org_001139,Yellowstone Forever,Environment & Animals,C,C60,Bozeman,MT
org_001364,Tri City Economic Development Corporation,Environment & Animals,C,C270,Union City,CA
org_001244,New England Interstate Water Pollution Control Commission,Environment & Animals,C,C012,Lowell,MA
org_001439,Goodpower Education Fund Inc,Environment & Animals,C,C05,Boston,MA
org_001286,Tulsa Zoo Management Inc,Environment & Animals,D,D115,Tulsa,OK
org_001059,League Of Conservation Voters Education Fund,Environment & Animals,C,C013,Washington,DC
org_001111,Sustainable Energy Utility Inc,Environment & Animals,C,C35,Dover,DE
org_001089,Morton Arboretum,Environment & Animals,C,C410,Lisle,IL
org_001436,Whitetails Unlimited Inc,Environment & Animals,C,C300,Sturgeon Bay,WI
org_001006,World Wildlife Fund Inc,Environment & Animals,C,C30,Washington,DC
org_001360,Animal Legal Defense Fund,Environment & Animals,D,D012,Sacramento,CA
org_001346,Spca Of Texas,Environment & Animals,D,D200,Dallas,TX
org_001338,Rodeo Austin,Environment & Animals,D,D62Z,Austin,TX
org_001158,African Wildlife Foundation,Environment & Animals,D,D30Z,Washington,DC
org_001150,Jacksonville Zoological Society Inc,Environment & Animals,D,D500,Jacksonville,FL
org_001177,Tennessee Aquarium,Environment & Animals,D,D500,Chattanooga,TN
org_001393,Peaceful Valley Donkey Rescue Inc,Environment & Animals,D,D20,Miles,TX
org_001184,Rare Inc,Environment & Animals,C,C00Z,Arlington,VA
org_001449,National Marine Mammal Foundation Inc,Environment & Animals,D,D05,San Diego,CA
org_001010,Windward Fund,Environment & Animals,C,C30,Washington,DC
org_001380,Sconset Trust Inc,Environment & Animals,C,C340,Siasconset,MA
org_001103,Golden Gate National Parks Conservancy,Environment & Animals,C,C110,San Francisco,CA
org_001081,Sunrise Project Inc,Environment & Animals,C,C60,Wilmington,DE
org_001038,City Of Oaks Foundation Inc,Environment & Animals,C,C40,Raleigh,NC
org_001314,Naples Botanical Garden Inc,Environment & Animals,C,C410,Naples,FL
org_001167,Dove Lewis Emergency Animal Hospital Inc,Environment & Animals,D,D400,Portland,OR
org_001469,Richmond Society For The Prevention Of Cruelty To Animals,Environment & Animals,D,D200,Richmond,VA
org_001296,Maine Coast Heritage Trust,Environment & Animals,C,C340,Topsham,ME
org_001474,Research Center On Natural Conservation Inc,Environment & Animals,C,C30,Harriman,NY
org_001198,Earth Island Institute Inc,Environment & Animals,C,C300,Berkeley,CA
org_001297,Animal Rescue League Of Boston,Environment & Animals,D,D200,Dedham,MA
org_001416,Animal Protective Association Of Missouri,Environment & Animals,D,D200,Saint Louis,MO
org_001146,Ceres Inc,Environment & Animals,C,C010,Boston,MA
org_001392,American Council For An Energy Efficient Economy,Environment & Animals,C,C013,Washington,DC
org_001147,Florida Aquarium Inc,Environment & Animals,D,D50,Tampa,FL
org_001447,Efi Foundation,Environment & Animals,C,C05,Washington,DC
org_001287,Bay Area Environmental Research Institute,Environment & Animals,C,C053,Moffett Field,CA
org_001123,Grid Alternatives,Environment & Animals,C,C35,Oakland,CA
org_001368,Water Institute Of The Gulf,Environment & Animals,C,C32,Baton Rouge,LA
org_001096,Seattle Aquarium Society Seas,Environment & Animals,D,D115,Seattle,WA
org_001143,The Recycling Partnership Inc,Environment & Animals,C,C27,Washington,DC
org_001239,Omaha Zoo Foundation,Environment & Animals,D,D30,Omaha,NE
org_001442,Tenure Facility Fund,Environment & Animals,C,C12,New York,NY
org_001097,Redwood Forest Foundation Inc,Environment & Animals,C,C34,Fort Bragg,CA
org_001407,We Mean Business Coalition Inc,Environment & Animals,C,C60,New York,NY
org_001122,North Shore Animal League America Inc,Environment & Animals,D,D200,Prt Washingtn,NY
org_001183,Center For Energy And Environment,Environment & Animals,C,C50,Minneapolis,MN
org_001202,Jane Goodall Institute For Wildlife Research Education & Conservation,Environment & Animals,D,D053,Washington,DC
org_001246,Catskill Watershed Corporation,Environment & Animals,C,C320,Arkville,NY
org_001305,Puerto Rico Conservation Trust,Environment & Animals,C,C300,San Juan,PR
org_001298,Santa Barbara Zoological Foundation,Environment & Animals,D,D500,Santa Barbara,CA
org_001351,Friends Of The Topeka Zoo Inc,Environment & Animals,D,D115,Topeka,KS
org_001386,Alliance For The Chesapeake Bay Inc,Environment & Animals,C,C010,Annapolis,MD
org_001395,Kipp North Philadelphia Charter School,Environment & Animals,C,C60,Philadelphia,PA
org_001284,California Trout,Environment & Animals,D,D330,San Francisco,CA
org_001125,Center For Biological Diversity Inc,Environment & Animals,D,D20,Tucson,AZ
org_001302,Austin Pets Alive,Environment & Animals,D,D20,Austin,TX
org_001223,Shelburne Farms,Environment & Animals,C,C600,Shelburne,VT
org_001418,Foster Friends Rescue,Environment & Animals,D,D20,Gardena,CA
org_001219,Commonwealth Zoological Corporation,Environment & Animals,D,D500,Boston,MA
org_001129,International Fund For Animal Welfare Inc,Environment & Animals,D,D20,Washington,DC
org_001420,Brother Wolf Animal Rescue Inc,Environment & Animals,D,D20,Asheville,NC
org_001289,Land Trust Alliance Incorporated,Environment & Animals,C,C033,Washington,DC
org_001444,Bezos Earth Fund Foundation,Environment & Animals,C,C30,Washington,DC
org_001376,The North Carolina Aquarium Society,Environment & Animals,D,D115,Raleigh,NC
org_001291,Water Foundation,Environment & Animals,C,C32,Sacramento,CA
org_001355,Progressive Animal Welfare Society Inc,Environment & Animals,D,D200,Lynnwood,WA
org_001294,Guided Discoveries Inc,Environment & Animals,C,C60Z,San Clemente,CA
org_001396,Trees For The Future Inc,Environment & Animals,C,C36Z,Silver Spring,MD
org_001340,10 Klicks Outdoors Inc,Environment & Animals,C,C60,Brooks,GA
org_001112,Lowry Park Zoological Society Of Tampa Inc,Environment & Animals,D,D500,Tampa,FL
org_001179,Dallas Zoo Management Inc,Environment & Animals,D,D11,Dallas,TX
org_001307,New York Climate Exchange Inc,Environment & Animals,C,C05,New York,NY
org_001432,Holden Arboretum Trust,Environment & Animals,C,C410,Brooklyn,OH
org_001487,Society For The Prevention Of Cruelty To Animals Of Monterey Cty,Environment & Animals,D,D200,Monterey,CA
org_001481,Japanese Garden Society Of Oregon,Environment & Animals,C,C420,Portland,OR
org_001861,Mary Washington Healthcare,Health,E,E22,Fredericksbrg,VA
org_001573,North Shore University Hospital,Health,E,E20,Westbury,NY
org_001874,Saint Joseph Health System Inc,Health,E,E220,Lexington,KY
org_001655,Keck Medical Center Of Usc,Health,E,E20,Los Angeles,CA
org_001604,Trinity Health Corporation,Health,E,E210,Livonia,MI
org_001894,The Good Samaritan Hospital Of Cincinnati Ohio Dtd 01251995,Health,E,E220,Cincinnati,OH
org_001877,Sinai Hospital Of Baltimore Inc,Health,E,E220,Baltimore,MD
org_001624,Thomas Jefferson University Hospital,Health,E,E200,Philadelphia,PA
org_001568,A Mainehealth Hcsr,Health,E,E220,Portland,ME
org_001950,Northwell Health Laboratories,Health,E,E60,Westbury,NY
org_001509,Bjc Health System,Health,E,E21,Saint Louis,MO
org_001694,Delta Dental Of Washington,Health,E,E31,Seattle,WA
org_001906,Baptist Health Care Inc,Health,E,E220,Pensacola,FL
org_001584,The Johns Hopkins Hospital,Health,E,E220,Baltimore,MD
org_001871,Poudre Valley Medical Group Llc,Health,E,E32,Fort Collins,CO
org_001888,Ashland Hospital Corporation,Health,E,E220,Ashland,KY
org_001995,Harrison Medical Center,Health,E,E220,Bremerton,WA
org_001530,Novant Health Inc,Health,E,E22,Winston Salem,NC
org_001816,Mount Sinai Medical Center Of Florida Inc,Health,E,E220,Miami Beach,FL
org_001908,Torrance Memorial Medical Center,Health,E,E220,Torrance,CA
org_001990,Alegent Health   Bergan Mercy Health System,Health,E,E210,Omaha,NE
org_001991,Gaston Memorial Hospital Inc,Health,E,E22,Gastonia,NC
org_001780,Corewell Health,Health,E,E21,Grand Rapids,MI
org_001856,Tallahassee Memorial Healthcare Inc,Health,E,E220,Tallahassee,FL
org_001576,Peacehealth,Health,E,E210,Vancouver,WA
org_001961,Wellmont Health System,Health,E,E210,Johnson City,TN
org_001997,South Nassau Communities Hospital,Health,E,E22,Oceanside,NY
org_001711,Main Line Hospitals Inc,Health,E,E220,Radnor,PA
org_001601,City Of Hope National Medical Center,Health,E,E240,Duarte,CA
org_001834,University Of Alabama Health Services Foundation Pc,Health,E,E60,Birmingham,AL
org_001975,Truman Medical Center Incorporated,Health,E,E220,Kansas City,MO
org_001836,Medical Center Of Central Georgia Inc,Health,E,E220,Macon,GA
org_001940,Swedishamerican Hospital,Health,E,E220,Rockford,IL
org_001673,Childrens Hospital Colorado,Health,E,E240,Aurora,CO
org_001502,Mass General Brigham Incorporated And Affiliates Group Rtn,Health,E,E21,Somerville,MA
org_001833,United Health Services Hospitals Inc,Health,E,E220,Binghamton,NY
org_001909,Prime Healthcare Foundation Inc,Health,E,E20,Ontario,CA
org_001570,Osf Healthcare System,Health,E,E220,Peoria,IL
org_001709,Village Senior Services Corporation,Health,E,E800,New York,NY
org_001563,Kaiser Foundation Health Plan Of Colorado,Health,E,E310,Aurora,CO
org_001884,Johnson & Johnson Patient Assistance Foundation Inc,Health,E,E99Z,New Brunswick,NJ
org_001593,University Of Chicago Medical Center,Health,E,E220,Chicago,IL
org_001985,Nebraska Methodist Hospital,Health,E,E220,Omaha,NE
org_001685,Mdwise Medicaid Network Inc,Health,E,E80,Indianapolis,IN
org_001533,Ucare Minnesota,Health,E,E22Z,Minneapolis,MN
org_001577,Health Share Of Oregon,Health,E,E80,Portland,OR
org_001500,Kaiser Foundation Health Plan Inc,Health,E,E310,Oakland,CA
org_001511,The New York And Presbyterian Hospital,Health,E,E220,New York,NY
org_001915,Central Washington Health Services Association,Health,E,E220,Wenatchee,WA
org_001522,Stanford Health Care 227,Health,E,E220,Stanford,CA
org_001572,The Childrens Hospital Of Philadelphia,Health,E,E240,Philadelphia,PA
org_001682,Kaleida Health,Health,E,E220,Buffalo,NY
org_001631,Vns Choice,Health,E,E920,New York,NY
org_001910,Sky Lakes Medical Center Inc,Health,E,E220,Klamath Falls,OR
org_001693,Bayada Home Health Care Inc,Health,E,E92,Pennsauken,NJ
org_001555,Metroplus Health Plan Inc,Health,E,E31,New York,NY
org_001648,Northwestern Memorial Healthcare,Health,E,E22,Chicago,IL
org_001518,Caresource Ohio Inc,Health,E,E31Z,Dayton,OH
org_001704,Saint Francis Hospital Inc,Health,E,E220,Tulsa,OK
org_001578,The Methodist Hospital,Health,E,E20,Houston,TX
org_001994,Memorial Health Systems Inc,Health,E,E20,Daytona Beach,FL
org_001762,Caresource Georgia Co,Health,E,E31,Dayton,OH
org_001823,Mclaren Health Plan Inc,Health,E,E31,Flint,MI
org_001983,Western Health Advantage,Health,E,E31,Sacramento,CA
org_001579,Global Fund To Fight Aids Tuberculosis And Malaria,Health,H,H81,Switzerland,
org_001539,Allina Health System,Health,E,E210,Minneapolis,MN
org_001951,Arkansas Childrens Hospital,Health,E,E240,Little Rock,AR
org_001546,Henry Ford Health System,Health,E,E210,Detroit,MI
org_001738,Upmc,Health,E,E220,Pittsburgh,PA
org_001891,Bryan Medical Center,Health,E,E220,Lincoln,NE
org_001852,Henry Ford Health St John Hospital,Health,E,E220,Detroit,MI
org_001841,Ssm Health Care Of Oklahoma Inc,Health,E,E220,Saint Louis,MO
org_001777,University Community Hospital Inc,Health,E,E220,Tampa,FL
org_001790,Scott & White Clinic,Health,E,E30,Dallas,TX
org_001817,Parkview Health System Inc,Health,E,E210,Fort Wayne,IN
org_001804,Methodist Hospital,Health,E,E20,Houston,TX
org_001768,Indiana University Health Care Associates Inc,Health,E,E31Z,Indianapolis,IN
org_001569,Sutter Bay Medical Foundation,Health,H,H900,Sacramento,CA
org_001955,Penn State Health,Health,E,E19,Hershey,PA
org_001965,Munson Medical Center,Health,E,E22,Traverse City,MI
org_001654,Ohiohealth Corporation,Health,E,E210,Columbus,OH
org_001582,Commonspirit Health,Health,E,E210,Englewood,CO
org_001977,Broad Institute Inc,Health,H,H20,Cambridge,MA
org_001672,John Muir Health,Health,E,E210,Walnut Creek,CA
org_001821,Childrens Health Care,Health,E,E240,Minneapolis,MN
org_001590,North Carolina Baptist Hospital,Health,E,E220,Winstonsalem,NC
org_001680,Methodist Healthcare Memphis,Health,E,E200,Memphis,TN
org_001914,Bethesda Hospital Inc,Health,E,E220,Cincinnati,OH
org_001812,White Plains Medical Center,Health,E,E220,White Plains,NY
org_001778,Baylor Scott & White Health,Health,E,E21,Dallas,TX
org_001881,Enloe Medical Center,Health,E,E220,Chico,CA
org_001972,Boca Raton Regional Hospital Inc,Health,E,E220,Boca Raton,FL
org_001862,American Heart Association Inc,Health,G,G430,Dallas,TX
org_001824,South Shore University Hospital,Health,E,E20,Westbury,NY
org_001931,Virginia Hospital Center Arlington Health System,Health,E,E210,Alexandria,VA
org_001847,World Federation Of Hemophilia Usa,Health,G,G20,Albany,NY
org_001586,Norton Hospitals Inc,Health,E,E220,Louisville,KY
org_001575,Franciscan Alliance Inc,Health,E,E210,Mishawaka,IN
org_001938,Pomona Valley Hospital Medical Center,Health,E,E220,Pomona,CA
org_001515,The Cleveland Clinic Foundation,Health,E,E210,Cleveland,OH
org_001749,The Carle Foundation Hospital,Health,E,E220,Urbana,IL
org_001933,Prisma Health University Medical Group,Health,E,E31,Greenville,SC
org_001519,Memorial Hermann Health System,Health,E,E210,Houston,TX
org_001822,Southcoast Hospitals Group Inc,Health,E,E200,New Bedford,MA
org_001832,Centra Health Inc,Health,E,E220,Lynchburg,VA
org_001556,Orlando Health Inc,Health,E,E210,Orlando,FL
org_001801,Sentara Health,Health,E,E210,Virginia Bch,VA
org_001729,Loyola University Medical Center,Health,E,E220,Maywood,IL
org_001831,Cobb Hospital,Health,E,E220,Marietta,GA
org_001632,West Virginia University Hospitals Inc,Health,E,E220,Morgantown,WV
org_001637,Providence Health System Southern California,Health,E,E220,Seattle,WA
org_001923,Childrens Hospital & Research Center At Oakland,Health,E,E240,Oakland,CA
org_001835,St Lukes Hospital Of Kansas City,Health,E,E21,Kansas City,MO
org_001525,Rwj Barnabas Health Inc,Health,E,E22,Oceanport,NJ
org_001964,Stamford Hospital,Health,E,E220,Stamford,CT
org_001781,Uc Health,Health,E,E21,Cincinnati,OH
org_001747,Willis Knighton Medical Center,Health,E,E220,Shreveport,LA
org_001737,Loma Linda Mercantile,Health,E,E21Z,Sn Bernrdno,CA
org_001617,Sutter Health,Health,E,E21,Sacramento,CA
org_001542,Duke University Health System Inc,Health,E,E210,Durham,NC
org_001720,Childrens Hospital,Health,E,E240,Washington,DC
org_001676,Baylor University Medical Center,Health,E,E220,Dallas,TX
org_001820,Driscoll Childrens Health Plan,Health,E,E80,Corp Christi,TX
org_001653,Rwjbh Corporate Services Inc,Health,E,E112,Oceanport,NJ
org_001731,Texas Health Resources,Health,E,E210,Arlington,TX
org_001727,Toledo Hospital,Health,E,E220,Toledo,OH
org_001917,Johns Hopkins All Childrens Hospital Inc,Health,E,E240,Baltimore,MD
org_001703,Lexington Health Inc,Health,E,E20,West Columbia,SC
org_001626,Kaiser Foundation Health Plan Of Georgia Inc,Health,E,E31,Atlanta,GA
org_001829,Kettering College,Health,E,E220,Miamisburg,OH
org_001531,Sentara Health Plans,Health,E,E310,Virginia Bch,VA
org_001613,Amgen Safety Net Foundation,Health,G,G51,Thousand Oaks,CA
org_001970,Bowling Green Warren County Community Hospital Corporation,Health,E,E220,Bowling Green,KY
org_001771,Advocate North Side Health Network,Health,E,E220,Downers Grove,IL
org_001640,The Nebraska Medical Center,Health,E,E210,Omaha,NE
org_001557,Blue Care Network Of Michigan,Health,E,E80,Detroit,MI
org_001692,Loma Linda University Medical Center,Health,E,E220,Loma Linda,CA
org_001524,Advocate Health And Hospitals Corporation,Health,E,E210,Downers Grove,IL
org_001517,Hackensack Meridian Health Inc,Health,E,E21,Edison,NJ
org_001765,Virginia Premier Health Plan Inc,Health,E,E80,Virginia Beach,VA
org_001566,Baptist Healthcare System Inc,Health,E,E210,Louisville,KY
org_001708,The Queens Medical Center,Health,E,E60,Honolulu,HI
org_001979,Kennedy University Hospital Inc,Health,E,E220,Philadelphia,PA
